FID,Shape,地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME
2351,面,逊克县,231123,逊克县,231123,县,黑河市,231100,地级市,黑龙江省,230000,省, , ,Xunke
2352,面,牙克石市,150782,牙克石市,150782,县级市,呼伦贝尔市,150700,地级市,内蒙古自治区,150000,自治区, , ,Yakeshi
2353,面,崖州区,460205,崖州区,460205,市辖区,三亚市,460200,地级市,海南省,460000,省,崖城镇,2014年撤销崖城镇，新设崖州区,Yazhou
2354,面,雅江县,513325,雅江县,513325,县,甘孜藏族自治州,513300,自治州,四川省,510000,省, , ,Yajiang
2355,面,亚东县,540233,亚东县,540233,县,日喀则市,540200,地级市,西藏自治区,540000,自治区, , ,Yadong
2356,面,焉耆回族自治县,652826,焉耆回族自治县,652826,自治县,巴音郭楞蒙古自治州,652800,自治州,新疆维吾尔自治区,650000,自治区, , ,Yanqihuizu
2357,面,鄢陵县,411024,鄢陵县,411024,县,许昌市,411000,地级市,河南省,410000,省, , ,Yanling
2358,面,延川县,610622,延川县,610622,县,延安市,610600,地级市,陕西省,610000,省, , ,Yanchuan
2359,面,延吉市,222401,延吉市,222401,县级市,延边朝鲜族自治州,222400,自治州,吉林省,220000,省, , ,Yanji
2360,面,延津县,410726,延津县,410726,县,新乡市,410700,地级市,河南省,410000,省, , ,Yanjin
2361,面,延平区,350702,延平区,350702,市辖区,南平市,350700,地级市,福建省,350000,省, , ,Yanping
2362,面,延庆区,110119,延庆区,110119,市辖区,不统计,0,不统计,北京市,110000,直辖市,延庆县,2015年撤销延庆县，设立延庆区,Yanqing
2363,面,延寿县,230129,延寿县,230129,县,哈尔滨市,230100,地级市,黑龙江省,230000,省, , ,Yanshou
2364,面,延长县,610621,延长县,610621,县,延安市,610600,地级市,陕西省,610000,省, , ,Yanchang
2365,面,炎陵县,430225,炎陵县,430225,县,株洲市,430200,地级市,湖南省,430000,省, , ,Yanling
2366,面,沿河土家族自治县,520627,沿河土家族自治县,520627,自治县,铜仁市,520600,地级市,贵州省,520000,省, , ,Yanhetujiazu
2367,面,沿滩区,510311,沿滩区,510311,市辖区,自贡市,510300,地级市,四川省,510000,省, ,2005年新设立沿滩区,Yantan
2368,面,盐边县,510422,盐边县,510422,县,攀枝花市,510400,地级市,四川省,510000,省, , ,Yanbian
2369,面,盐池县,640323,盐池县,640323,县,吴忠市,640300,地级市,宁夏回族自治区,640000,自治区, , ,Yanchi
2370,面,盐都区,320903,盐都区,320903,市辖区,盐城市,320900,地级市,江苏省,320000,省,盐都县,2003年撤销盐都县，设立盐都区,Yandu
2371,面,盐湖区,140802,盐湖区,140802,市辖区,运城市,140800,地级市,山西省,140000,省, , ,Yanhu
2372,面,盐津县,530623,盐津县,530623,县,昭通市,530600,地级市,云南省,530000,省, , ,Yanjin
2373,面,盐山县,130925,盐山县,130925,县,沧州市,130900,地级市,河北省,130000,省, , ,Yanshan
2374,面,盐田区,440308,盐田区,440308,市辖区,深圳市,440300,地级市,广东省,440000,省, , ,Yantian
2375,面,盐亭县,510723,盐亭县,510723,县,绵阳市,510700,地级市,四川省,510000,省, , ,Yanting
2376,面,盐源县,513423,盐源县,513423,县,凉山彝族自治州,513400,自治州,四川省,510000,省, , ,Yanyuan
2377,面,阎良区,610114,阎良区,610114,市辖区,西安市,610100,地级市,陕西省,610000,省, , ,Yanliang
2378,面,兖州区,370812,兖州区,370812,市辖区,济宁市,370800,地级市,山东省,370000,省,兖州市,2013年撤销兖州市，设立兖州区,Yanzhou
2379,面,郾城区,411103,郾城区,411103,市辖区,漯河市,411100,地级市,河南省,410000,省, , ,Yancheng
2380,面,偃师区,410307,偃师区,410307,市辖区,洛阳市,410300,地级市,河南省,410000,省,偃师市,2021年撤销偃师市，设立偃师区,Yanshi
2381,面,砚山县,532622,砚山县,532622,县,文山壮族苗族自治州,532600,自治州,云南省,530000,省, , ,Yanshan
2382,面,雁峰区,430406,雁峰区,430406,市辖区,衡阳市,430400,地级市,湖南省,430000,省, ,2001年新设立雁峰区,Yanfeng
2383,面,雁江区,512002,雁江区,512002,市辖区,资阳市,512000,地级市,四川省,510000,省, , ,Yanjiang
2384,面,雁山区,450311,雁山区,450311,市辖区,桂林市,450300,地级市,广西壮族自治区,450000,自治区, , ,Yanshan
2385,面,雁塔区,610113,雁塔区,610113,市辖区,西安市,610100,地级市,陕西省,610000,省, , ,Yanta
2386,面,扬中市,321182,扬中市,321182,县级市,镇江市,321100,地级市,江苏省,320000,省, , ,Yangzhong
2387,面,阳城县,140522,阳城县,140522,县,晋城市,140500,地级市,山西省,140000,省, , ,Yangcheng
2388,面,阳春市,441781,阳春市,441781,县级市,阳江市,441700,地级市,广东省,440000,省, , ,Yangchun
2389,面,阳东区,441704,阳东区,441704,市辖区,阳江市,441700,地级市,广东省,440000,省,阳东县,2014年撤销阳东县，设立阳东区,Yangdong
2390,面,阳高县,140221,阳高县,140221,县,大同市,140200,地级市,山西省,140000,省, , ,Yanggao
2391,面,阳谷县,371521,阳谷县,371521,县,聊城市,371500,地级市,山东省,370000,省, , ,Yanggu
2392,面,阳明区,231003,阳明区,231003,市辖区,牡丹江市,231000,地级市,黑龙江省,230000,省, , ,Yangming
2393,面,阳曲县,140122,阳曲县,140122,县,太原市,140100,地级市,山西省,140000,省, , ,Yangqu
2394,面,阳山县,441823,阳山县,441823,县,清远市,441800,地级市,广东省,440000,省, , ,Yangshan
2395,面,阳朔县,450321,阳朔县,450321,县,桂林市,450300,地级市,广西壮族自治区,450000,自治区, , ,Yangshuo
2396,面,阳西县,441721,阳西县,441721,县,阳江市,441700,地级市,广东省,440000,省, , ,Yangxi
2397,面,阳新县,420222,阳新县,420222,县,黄石市,420200,地级市,湖北省,420000,省, , ,Yangxin
2398,面,阳信县,371622,阳信县,371622,县,滨州市,371600,地级市,山东省,370000,省, , ,Yangxin
2399,面,阳原县,130727,阳原县,130727,县,张家口市,130700,地级市,河北省,130000,省, , ,Yangyuan
2400,面,杨陵区,610403,杨陵区,610403,市辖区,咸阳市,610400,地级市,陕西省,610000,省, , ,Yangling
2401,面,杨浦区,310110,杨浦区,310110,市辖区,不统计,0,不统计,上海市,310000,直辖市, , ,Yangpu
2402,面,洋县,610723,洋县,610723,县,汉中市,610700,地级市,陕西省,610000,省, , ,Yangxian
2403,面,漾濞彝族自治县,532922,漾濞彝族自治县,532922,自治县,大理白族自治州,532900,自治州,云南省,530000,省, , ,Yangbiyizu
2404,面,尧都区,141002,尧都区,141002,市辖区,临汾市,141000,地级市,山西省,140000,省, , ,Yaodu
2405,面,姚安县,532325,姚安县,532325,县,楚雄彝族自治州,532300,自治州,云南省,530000,省, , ,Yaoan
2406,面,瑶海区,340102,瑶海区,340102,市辖区,合肥市,340100,地级市,安徽省,340000,省,东市区,2002年东市区更名为瑶海区,Yaohai
2407,面,耀州区,610204,耀州区,610204,市辖区,铜川市,610200,地级市,陕西省,610000,省,耀县,2002年撤销耀县，设立耀州区,Yaozhou
2408,面,叶城县,653126,叶城县,653126,县,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区, , ,Yecheng
2409,面,叶县,410422,叶县,410422,县,平顶山市,410400,地级市,河南省,410000,省, , ,Yexian
2410,面,伊川县,410329,伊川县,410329,县,洛阳市,410300,地级市,河南省,410000,省, , ,Yichuan
2411,面,伊金霍洛旗,150627,伊金霍洛旗,150627,旗,鄂尔多斯市,150600,地级市,内蒙古自治区,150000,自治区, , ,Yijinhuoluo
2412,面,伊宁市,654002,伊宁市,654002,县级市,伊犁哈萨克自治州,654000,自治州,新疆维吾尔自治区,650000,自治区, , ,Yining
2413,面,伊宁县,654021,伊宁县,654021,县,伊犁哈萨克自治州,654000,自治州,新疆维吾尔自治区,650000,自治区, , ,Yining
2414,面,伊通满族自治县,220323,伊通满族自治县,220323,自治县,四平市,220300,地级市,吉林省,220000,省, , ,Yitongmanzu
2415,面,伊吾县,650522,伊吾县,650522,县,哈密市,650500,地级市,新疆维吾尔自治区,650000,自治区, , ,Yiwu
2416,面,伊州区,650502,伊州区,650502,市辖区,哈密市,650500,地级市,新疆维吾尔自治区,650000,自治区,哈密市,2016年撤销哈密市，设立伊州区,Yizhou
2417,面,依安县,230223,依安县,230223,县,齐齐哈尔市,230200,地级市,黑龙江省,230000,省, , ,Yian
2418,面,依兰县,230123,依兰县,230123,县,哈尔滨市,230100,地级市,黑龙江省,230000,省, , ,Yilan
2419,面,黟县,341023,黟县,341023,县,黄山市,341000,地级市,安徽省,340000,省, , ,Yixian
2420,面,仪陇县,511324,仪陇县,511324,县,南充市,511300,地级市,四川省,510000,省, , ,Yilong
2421,面,仪征市,321081,仪征市,321081,县级市,扬州市,321000,地级市,江苏省,320000,省, , ,Yizheng
2422,面,夷陵区,420506,夷陵区,420506,市辖区,宜昌市,420500,地级市,湖北省,420000,省,宜昌县,2001年撤销宜昌县，设立夷陵区,Yiling
2423,面,沂南县,371321,沂南县,371321,县,临沂市,371300,地级市,山东省,370000,省, , ,Yinan
2424,面,沂水县,371323,沂水县,371323,县,临沂市,371300,地级市,山东省,370000,省, , ,Yishui
2425,面,沂源县,370323,沂源县,370323,县,淄博市,370300,地级市,山东省,370000,省, , ,Yiyuan
2426,面,宜城市,420684,宜城市,420684,县级市,襄阳市,420600,地级市,湖北省,420000,省, , ,Yicheng
2427,面,宜川县,610630,宜川县,610630,县,延安市,610600,地级市,陕西省,610000,省, , ,Yichuan
2428,面,宜都市,420581,宜都市,420581,县级市,宜昌市,420500,地级市,湖北省,420000,省, , ,Yidu
2429,面,宜丰县,360924,宜丰县,360924,县,宜春市,360900,地级市,江西省,360000,省, , ,Yifeng
2430,面,宜黄县,361026,宜黄县,361026,县,抚州市,361000,地级市,江西省,360000,省, , ,Yihuang
2431,面,宜君县,610222,宜君县,610222,县,铜川市,610200,地级市,陕西省,610000,省, , ,Yijun
2432,面,宜良县,530125,宜良县,530125,县,昆明市,530100,地级市,云南省,530000,省, , ,Yiliang
2433,面,宜兴市,320282,宜兴市,320282,县级市,无锡市,320200,地级市,江苏省,320000,省, , ,Yixing
2434,面,宜秀区,340811,宜秀区,340811,市辖区,安庆市,340800,地级市,安徽省,340000,省,郊区,2005年郊区更名为宜秀区,Yixiu
2435,面,宜阳县,410327,宜阳县,410327,县,洛阳市,410300,地级市,河南省,410000,省, , ,Yiyang
2436,面,宜章县,431022,宜章县,431022,县,郴州市,431000,地级市,湖南省,430000,省, , ,Yizhang
2437,面,宜州区,451203,宜州区,451203,市辖区,河池市,451200,地级市,广西壮族自治区,450000,自治区,宜州市,2016年撤销宜州市，设立宜州区,Yizhou
2438,面,彝良县,530628,彝良县,530628,县,昭通市,530600,地级市,云南省,530000,省, , ,Yiliang
2439,面,弋江区,340209,弋江区,340209,市辖区,芜湖市,340200,地级市,安徽省,340000,省, ,2020年撤销三山区、弋江区，设立新的弋江区,Yijiang
2440,面,弋阳县,361126,弋阳县,361126,县,上饶市,361100,地级市,江西省,360000,省, , ,Yiyang
2441,面,义安区,340706,义安区,340706,市辖区,铜陵市,340700,地级市,安徽省,340000,省,铜陵县,2015年撤销铜陵县，设立义安区,Yian
2442,面,义马市,411281,义马市,411281,县级市,三门峡市,411200,地级市,河南省,410000,省, , ,Yima
2443,面,义乌市,330782,义乌市,330782,县级市,金华市,330700,地级市,浙江省,330000,省, , ,Yiwu
2444,面,义县,210727,义县,210727,县,锦州市,210700,地级市,辽宁省,210000,省, , ,Yixian
2445,面,易门县,530425,易门县,530425,县,玉溪市,530400,地级市,云南省,530000,省, , ,Yimen
2446,面,易县,130633,易县,130633,县,保定市,130600,地级市,河北省,130000,省, , ,Yixian
2447,面,峄城区,370404,峄城区,370404,市辖区,枣庄市,370400,地级市,山东省,370000,省, , ,Yicheng
2448,面,驿城区,411702,驿城区,411702,市辖区,驻马店市,411700,地级市,河南省,410000,省, ,2001年新设立驿城区,Yicheng
2449,面,翼城县,141022,翼城县,141022,县,临汾市,141000,地级市,山西省,140000,省, , ,Yicheng
2450,面,殷都区,410505,殷都区,410505,市辖区,安阳市,410500,地级市,河南省,410000,省,铁西区,2002年撤销铁西区，设立殷都区,Yindu
2451,面,银海区,450503,银海区,450503,市辖区,北海市,450500,地级市,广西壮族自治区,450000,自治区, , ,Yinhai
2452,面,银州区,211202,银州区,211202,市辖区,铁岭市,211200,地级市,辽宁省,210000,省, , ,Yinzhou
2453,面,鄞州区,330212,鄞州区,330212,市辖区,宁波市,330200,地级市,浙江省,330000,省, ,2016年撤销江东区并入鄞州区,Yinzhou
2454,面,印江土家族苗族自治县,520625,印江土家族苗族自治县,520625,自治县,铜仁市,520600,地级市,贵州省,520000,省, , ,Yinjiangtujiazuandmiaozu
2455,面,印台区,610203,印台区,610203,市辖区,铜川市,610200,地级市,陕西省,610000,省,郊区,2000年撤销郊区，设立印台区,Yintai
2456,面,应城市,420981,应城市,420981,县级市,孝感市,420900,地级市,湖北省,420000,省, , ,Yingcheng
2457,面,应县,140622,应县,140622,县,朔州市,140600,地级市,山西省,140000,省, , ,Yingxian
2458,面,英德市,441881,英德市,441881,县级市,清远市,441800,地级市,广东省,440000,省, , ,Yingde
2459,面,英吉沙县,653123,英吉沙县,653123,县,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区, , ,Yingjisha
2460,面,英山县,421124,英山县,421124,县,黄冈市,421100,地级市,湖北省,420000,省, , ,Yingshan
2461,面,鹰手营子矿区,130804,鹰手营子矿区,130804,市辖区,承德市,130800,地级市,河北省,130000,省, , ,Yingshouyingzikuang
2462,面,迎江区,340802,迎江区,340802,市辖区,安庆市,340800,地级市,安徽省,340000,省, , ,Yingjiang
2463,面,迎泽区,140106,迎泽区,140106,市辖区,太原市,140100,地级市,山西省,140000,省, , ,Yingze
2464,面,盈江县,533123,盈江县,533123,县,德宏傣族景颇族自治州,533100,自治州,云南省,530000,省, , ,Yingjiang
2465,面,营山县,511322,营山县,511322,县,南充市,511300,地级市,四川省,510000,省, , ,Yingshan
2466,面,颍东区,341203,颍东区,341203,市辖区,阜阳市,341200,地级市,安徽省,340000,省, , ,Yingdong
2467,面,颍泉区,341204,颍泉区,341204,市辖区,阜阳市,341200,地级市,安徽省,340000,省, , ,Yingquan
2468,面,颍上县,341226,颍上县,341226,县,阜阳市,341200,地级市,安徽省,340000,省, , ,Yingshang
2469,面,颍州区,341202,颍州区,341202,市辖区,阜阳市,341200,地级市,安徽省,340000,省, , ,Yingzhou
2470,面,邕宁区,450109,邕宁区,450109,市辖区,南宁市,450100,地级市,广西壮族自治区,450000,自治区, , ,Yongning
2471,面,永安市,350481,永安市,350481,县级市,三明市,350400,地级市,福建省,350000,省, , ,Yongan
2472,面,永昌县,620321,永昌县,620321,县,金昌市,620300,地级市,甘肃省,620000,省, , ,Yongchang
2473,面,永城市,411481,永城市,411481,县级市,商丘市,411400,地级市,河南省,410000,省, , ,Yongcheng
2474,面,永川区,500118,永川区,500118,市辖区,不统计,0,不统计,重庆市,500000,直辖市,永川市,2006年撤销永川市，设立永川区,Yongchuan
2475,面,永春县,350525,永春县,350525,县,泉州市,350500,地级市,福建省,350000,省, , ,Yongchun
2476,面,永德县,530923,永德县,530923,县,临沧市,530900,地级市,云南省,530000,省, , ,Yongde
2477,面,永登县,620121,永登县,620121,县,兰州市,620100,地级市,甘肃省,620000,省, , ,Yongdeng
2478,面,永丰县,360825,永丰县,360825,县,吉安市,360800,地级市,江西省,360000,省, , ,Yongfeng
2479,面,永福县,450326,永福县,450326,县,桂林市,450300,地级市,广西壮族自治区,450000,自治区, , ,Yongfu
2480,面,永和县,141032,永和县,141032,县,临汾市,141000,地级市,山西省,140000,省, , ,Yonghe
2481,面,永吉县,220221,永吉县,220221,县,吉林市,220200,地级市,吉林省,220000,省, , ,Yongji
2482,面,永济市,140881,永济市,140881,县级市,运城市,140800,地级市,山西省,140000,省, , ,Yongji
2483,面,永嘉县,330324,永嘉县,330324,县,温州市,330300,地级市,浙江省,330000,省, , ,Yongjia
2484,面,永靖县,622923,永靖县,622923,县,临夏回族自治州,622900,自治州,甘肃省,620000,省, , ,Yongjing
2485,面,永康市,330784,永康市,330784,县级市,金华市,330700,地级市,浙江省,330000,省, , ,Yongkang
2486,面,永年区,130408,永年区,130408,市辖区,邯郸市,130400,地级市,河北省,130000,省,永年县,2016年撤销永年县，设立永年区,Yongnian
2487,面,永宁县,640121,永宁县,640121,县,银川市,640100,地级市,宁夏回族自治区,640000,自治区, , ,Yongning
2488,面,永平县,532928,永平县,532928,县,大理白族自治州,532900,自治州,云南省,530000,省, , ,Yongping
2489,面,永清县,131023,永清县,131023,县,廊坊市,131000,地级市,河北省,130000,省, , ,Yongqing
2490,面,永仁县,532327,永仁县,532327,县,楚雄彝族自治州,532300,自治州,云南省,530000,省, , ,Yongren
2491,面,永善县,530625,永善县,530625,县,昭通市,530600,地级市,云南省,530000,省, , ,Yongshan
2492,面,永胜县,530722,永胜县,530722,县,丽江市,530700,地级市,云南省,530000,省, , ,Yongsheng
2493,面,永寿县,610426,永寿县,610426,县,咸阳市,610400,地级市,陕西省,610000,省, , ,Yongshou
2494,面,永顺县,433127,永顺县,433127,县,湘西土家族苗族自治州,433100,自治州,湖南省,430000,省, , ,Yongshun
2495,面,永泰县,350125,永泰县,350125,县,福州市,350100,地级市,福建省,350000,省, , ,Yongtai
2496,面,永新县,360830,永新县,360830,县,吉安市,360800,地级市,江西省,360000,省, , ,Yongxin
2497,面,永兴县,431023,永兴县,431023,县,郴州市,431000,地级市,湖南省,430000,省, , ,Yongxing
2498,面,永修县,360425,永修县,360425,县,九江市,360400,地级市,江西省,360000,省, , ,Yongxiu
2499,面,埇桥区,341302,埇桥区,341302,市辖区,宿州市,341300,地级市,安徽省,340000,省, , ,Yongqiao
2500,面,攸县,430223,攸县,430223,县,株洲市,430200,地级市,湖南省,430000,省, , ,Youxian
2501,面,尤溪县,350426,尤溪县,350426,县,三明市,350400,地级市,福建省,350000,省, , ,Youxi
2502,面,游仙区,510704,游仙区,510704,市辖区,绵阳市,510700,地级市,四川省,510000,省, , ,Youxian
2503,面,友谊县,230522,友谊县,230522,县,双鸭山市,230500,地级市,黑龙江省,230000,省, , ,Youyi
2504,面,酉阳土家族苗族自治县,500242,酉阳土家族苗族自治县,500242,自治县,不统计,0,不统计,重庆市,500000,直辖市, , ,Youyangtujiazuandmiaozu
2505,面,右江区,451002,右江区,451002,市辖区,百色市,451000,地级市,广西壮族自治区,450000,自治区, , ,Youjiang
2506,面,右玉县,140623,右玉县,140623,县,朔州市,140600,地级市,山西省,140000,省, , ,Youyu
2507,面,于都县,360731,于都县,360731,县,赣州市,360700,地级市,江西省,360000,省, , ,Yudu
2508,面,于洪区,210114,于洪区,210114,市辖区,沈阳市,210100,地级市,辽宁省,210000,省, , ,Yuhong
2509,面,于田县,653226,于田县,653226,县,和田地区,653200,地区,新疆维吾尔自治区,650000,自治区, , ,Yutian
2510,面,余干县,361127,余干县,361127,县,上饶市,361100,地级市,江西省,360000,省, , ,Yugan
2511,面,余杭区,330110,余杭区,330110,市辖区,杭州市,330100,地级市,浙江省,330000,省, ,2021年撤销余杭区，设立新的余杭区,Yuhang
2512,面,余江区,360603,余江区,360603,市辖区,鹰潭市,360600,地级市,江西省,360000,省,余江县,2018年撤销余江县，设立余江区,Yujiang
2513,面,余庆县,520329,余庆县,520329,县,遵义市,520300,地级市,贵州省,520000,省, , ,Yuqing
2514,面,余姚市,330281,余姚市,330281,县级市,宁波市,330200,地级市,浙江省,330000,省, , ,Yuyao
2515,面,盂县,140322,盂县,140322,县,阳泉市,140300,地级市,山西省,140000,省, , ,Yuxian
2516,面,鱼峰区,450203,鱼峰区,450203,市辖区,柳州市,450200,地级市,广西壮族自治区,450000,自治区, , ,Yufeng
2517,面,鱼台县,370827,鱼台县,370827,县,济宁市,370800,地级市,山东省,370000,省, , ,Yutai
2518,面,渝北区,500112,渝北区,500112,市辖区,不统计,0,不统计,重庆市,500000,直辖市, , ,Yubei
2519,面,渝水区,360502,渝水区,360502,市辖区,新余市,360500,地级市,江西省,360000,省, , ,Yushui
2520,面,渝中区,500103,渝中区,500103,市辖区,不统计,0,不统计,重庆市,500000,直辖市, , ,Yuzhong
2521,面,榆次区,140702,榆次区,140702,市辖区,晋中市,140700,地级市,山西省,140000,省, , ,Yuci
2522,面,榆社县,140721,榆社县,140721,县,晋中市,140700,地级市,山西省,140000,省, , ,Yushe
2523,面,榆树市,220182,榆树市,220182,县级市,长春市,220100,地级市,吉林省,220000,省, , ,Yushu
2524,面,榆阳区,610802,榆阳区,610802,市辖区,榆林市,610800,地级市,陕西省,610000,省, , ,Yuyang
2525,面,榆中县,620123,榆中县,620123,县,兰州市,620100,地级市,甘肃省,620000,省, , ,Yuzhong
2526,面,虞城县,411425,虞城县,411425,县,商丘市,411400,地级市,河南省,410000,省, , ,Yucheng
2527,面,雨城区,511802,雨城区,511802,市辖区,雅安市,511800,地级市,四川省,510000,省, , ,Yucheng
2528,面,雨湖区,430302,雨湖区,430302,市辖区,湘潭市,430300,地级市,湖南省,430000,省, , ,Yuhu
2529,面,雨花区,430111,雨花区,430111,市辖区,长沙市,430100,地级市,湖南省,430000,省, , ,Yuhua
2530,面,雨花台区,320114,雨花台区,320114,市辖区,南京市,320100,地级市,江苏省,320000,省, , ,Yuhuatai
2531,面,雨山区,340504,雨山区,340504,市辖区,马鞍山市,340500,地级市,安徽省,340000,省, , ,Yushan
2532,面,禹城市,371482,禹城市,371482,县级市,德州市,371400,地级市,山东省,370000,省, , ,Yucheng
2533,面,禹会区,340304,禹会区,340304,市辖区,蚌埠市,340300,地级市,安徽省,340000,省,西市区,2004年西市区更名为禹会区,Yuhui
2534,面,禹王台区,410205,禹王台区,410205,市辖区,开封市,410200,地级市,河南省,410000,省, , ,Yuwangtai
2535,面,禹州市,411081,禹州市,411081,县级市,许昌市,411000,地级市,河南省,410000,省, , ,Yuzhou
2536,面,玉环市,331083,玉环市,331083,县级市,台州市,331000,地级市,浙江省,330000,省,玉环县,2017年撤销玉环县，设立玉环市,Yuhuan
2537,面,玉龙纳西族自治县,530721,玉龙纳西族自治县,530721,自治县,丽江市,530700,地级市,云南省,530000,省, , ,Yulongnaxizu
2538,面,玉门市,620981,玉门市,620981,县级市,酒泉市,620900,地级市,甘肃省,620000,省, , ,Yumen
2539,面,玉屏侗族自治县,520622,玉屏侗族自治县,520622,自治县,铜仁市,520600,地级市,贵州省,520000,省, , ,Yupingdongzu
2540,面,玉泉区,150104,玉泉区,150104,市辖区,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区, , ,Yuquan
2541,面,玉山县,361123,玉山县,361123,县,上饶市,361100,地级市,江西省,360000,省, , ,Yushan
2542,面,玉树市,632701,玉树市,632701,县级市,玉树藏族自治州,632700,自治州,青海省,630000,省,玉树县,2013年撤销玉树县，设立玉树市,Yushu
2543,面,玉田县,130229,玉田县,130229,县,唐山市,130200,地级市,河北省,130000,省, , ,Yutian
2544,面,玉州区,450902,玉州区,450902,市辖区,玉林市,450900,地级市,广西壮族自治区,450000,自治区, ,2013年拆分玉州区的6个镇，划归福绵区管辖,Yuzhou
2545,面,郁南县,445322,郁南县,445322,县,云浮市,445300,地级市,广东省,440000,省, , ,Yunan
2546,面,裕安区,341503,裕安区,341503,市辖区,六安市,341500,地级市,安徽省,340000,省, , ,Yuan
2547,面,裕华区,130108,裕华区,130108,市辖区,石家庄市,130100,地级市,河北省,130000,省,郊区,2001年撤销郊区，设立裕华区,Yuhua
2548,面,裕民县,654225,裕民县,654225,县,塔城地区,654200,地区,新疆维吾尔自治区,650000,自治区, , ,Yumin
2549,面,元宝区,210602,元宝区,210602,市辖区,丹东市,210600,地级市,辽宁省,210000,省, , ,Yuanbao
2550,面,元宝山区,150403,元宝山区,150403,市辖区,赤峰市,150400,地级市,内蒙古自治区,150000,自治区, , ,Yuanbaoshan
2551,面,元江哈尼族彝族傣族自治县,530428,元江哈尼族彝族傣族自治县,530428,自治县,玉溪市,530400,地级市,云南省,530000,省, , ,Yuanjianghanizuandyizudaizu
2552,面,元谋县,532328,元谋县,532328,县,楚雄彝族自治州,532300,自治州,云南省,530000,省, , ,Yuanmou
2553,面,元氏县,130132,元氏县,130132,县,石家庄市,130100,地级市,河北省,130000,省, , ,Yuanshi
2554,面,元阳县,532528,元阳县,532528,县,红河哈尼族彝族自治州,532500,自治州,云南省,530000,省, , ,Yuanyang
2555,面,沅江市,430981,沅江市,430981,县级市,益阳市,430900,地级市,湖南省,430000,省, , ,Yuanjiang
2556,面,沅陵县,431222,沅陵县,431222,县,怀化市,431200,地级市,湖南省,430000,省, , ,Yuanling
2557,面,垣曲县,140827,垣曲县,140827,县,运城市,140800,地级市,山西省,140000,省, , ,Yuanqu
2558,面,袁州区,360902,袁州区,360902,市辖区,宜春市,360900,地级市,江西省,360000,省, , ,Yuanzhou
2559,面,原平市,140981,原平市,140981,县级市,忻州市,140900,地级市,山西省,140000,省, , ,Yuanping
2560,面,原阳县,410725,原阳县,410725,县,新乡市,410700,地级市,河南省,410000,省, , ,Yuanyang
2561,面,原州区,640402,原州区,640402,市辖区,固原市,640400,地级市,宁夏回族自治区,640000,自治区, , ,Yuanzhou
2562,面,源城区,441602,源城区,441602,市辖区,河源市,441600,地级市,广东省,440000,省, , ,Yuancheng
2563,面,源汇区,411102,源汇区,411102,市辖区,漯河市,411100,地级市,河南省,410000,省, , ,Yuanhui
2564,面,远安县,420525,远安县,420525,县,宜昌市,420500,地级市,湖北省,420000,省, , ,Yuanan
2565,面,月湖区,360602,月湖区,360602,市辖区,鹰潭市,360600,地级市,江西省,360000,省, , ,Yuehu
2566,面,岳池县,511621,岳池县,511621,县,广安市,511600,地级市,四川省,510000,省, , ,Yuechi
2567,面,岳麓区,430104,岳麓区,430104,市辖区,长沙市,430100,地级市,湖南省,430000,省, , ,Yuelu
2568,面,岳普湖县,653128,岳普湖县,653128,县,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区, , ,Yuepuhu
2569,面,岳塘区,430304,岳塘区,430304,市辖区,湘潭市,430300,地级市,湖南省,430000,省, , ,Yuetang
2570,面,岳西县,340828,岳西县,340828,县,安庆市,340800,地级市,安徽省,340000,省, , ,Yuexi
2571,面,岳阳楼区,430602,岳阳楼区,430602,市辖区,岳阳市,430600,地级市,湖南省,430000,省, , ,Yueyanglou
2572,面,岳阳县,430621,岳阳县,430621,县,岳阳市,430600,地级市,湖南省,430000,省, , ,Yueyang
2573,面,越城区,330602,越城区,330602,市辖区,绍兴市,330600,地级市,浙江省,330000,省, ,2001年新设立越城区,Yuecheng
2574,面,越西县,513434,越西县,513434,县,凉山彝族自治州,513400,自治州,四川省,510000,省, , ,Yuexi
2575,面,越秀区,440104,越秀区,440104,市辖区,广州市,440100,地级市,广东省,440000,省, , ,Yuexiu
2576,面,云安区,445303,云安区,445303,市辖区,云浮市,445300,地级市,广东省,440000,省,云安县,2014年撤销云安县，设立云安区,Yunan
2577,面,云城区,445302,云城区,445302,市辖区,云浮市,445300,地级市,广东省,440000,省, , ,Yuncheng
2578,面,云和县,331125,云和县,331125,县,丽水市,331100,地级市,浙江省,330000,省, , ,Yunhe
2579,面,云龙区,320303,云龙区,320303,市辖区,徐州市,320300,地级市,江苏省,320000,省, , ,Yunlong
2580,面,云龙县,532929,云龙县,532929,县,大理白族自治州,532900,自治州,云南省,530000,省, , ,Yunlong
2581,面,云梦县,420923,云梦县,420923,县,孝感市,420900,地级市,湖北省,420000,省, , ,Yunmeng
2582,面,云溪区,430603,云溪区,430603,市辖区,岳阳市,430600,地级市,湖南省,430000,省, , ,Yunxi
2583,面,云县,530922,云县,530922,县,临沧市,530900,地级市,云南省,530000,省, , ,Yunxian
